city;year;people;air_general_level;net_salary;Avg_Age;ILM;birth;crimes;criminals;death;pens;preschool_child;length_of_roads;energy_consumption;Migration_Net;Housing_Stock;wage;workers;poverty level;housing price
Переславль-Залесский;2021;0.0;1;0;42.01;0;0.0;0;0;0.0;0.0;0.0;319.1;176.1;;27.68;0.0;0.0;8.7;67661.02
Пермь;2021;1049199.0;3;47291;39.53;0;0.0;0;0;0.0;0.0;0.0;258.4;197.7;-135.0;26.42;0.0;0.0;12.7;82927.19
Петровск-Забайкальский;2021;16400.0;1;0;36.66;0;0.0;0;0;0.0;0.0;0.0;340.9;161.5;;23.32;0.0;0.0;18.6;
Петрозаводск;2021;0.0;1;50509;41.3;0;0.0;0;0;0.0;0.0;0.0;381.3;172.9;2333.0;32.43;0.0;0.0;12.8;75592.57
Петропавловск-Камчатский;2021;0.0;1;92401;38.61;0;0.0;0;0;0.0;0.0;0.0;504.9;183.3;2464.0;27.55;0.0;0.0;13.0;115013.2
Подольск;2021;0.0;3;57353;40.24;0;0.0;0;0;0.0;0.0;0.0;458.0;178.5;2546.0;39.4;0.0;0.0;6.6;149176.23
Поронайск;2021;14800.0;1;0;39.07;0;0.0;0;0;0.0;0.0;0.0;496.5;213.6;;28.87;0.0;0.0;7.1;151637.65
Похвистнево;2021;27200.0;2;0;41.44;0;0.0;0;0;0.0;0.0;0.0;402.0;174.5;;27.73;0.0;0.0;11.7;78188.23
Приволжск;2021;14900.0;2;0;42.47;0;0.0;0;0;0.0;0.0;0.0;211.6;182.5;;28.69;0.0;0.0;12.2;
Приокско-Террасный Биосферный Заповедник;2021;0.0;-9;0;40.24;0;0.0;0;0;0.0;0.0;0.0;313.2;192.5;;3.73;0.0;0.0;6.6;149176.23
Прокопьевск;2021;0.0;1;39783;40.17;0;0.0;0;0;0.0;0.0;0.0;385.8;201.7;-600.0;25.89;0.0;0.0;12.5;92348.3
Псков;2021;0.0;1;36027;42.52;0;0.0;0;0;0.0;0.0;0.0;270.0;176.9;1264.0;30.83;0.0;0.0;14.2;55690.37
Пятигорск;2021;0.0;1;34822;39.83;0;0.0;0;0;0.0;0.0;0.0;593.9;190.1;126.0;26.45;0.0;0.0;13.5;51178.88
Радужный;2021;42500.0;3;0;35.86;0;0.0;0;0;0.0;0.0;0.0;380.8;211.5;;21.39;0.0;0.0;8.2;67398.94
Ростов-На-Дону;2021;1135968.0;3;47294;41.47;0;0.0;0;0;0.0;0.0;0.0;198.7;174.5;5722.0;27.61;0.0;0.0;12.0;51446.52
Рыбинск;2021;0.0;1;37178;42.01;0;0.0;0;0;0.0;0.0;0.0;298.5;211.1;20.0;27.68;0.0;0.0;8.7;67661.02
Рязань;2021;534801.0;3;42006;43.13;0;0.0;0;0;0.0;0.0;0.0;483.0;216.4;959.0;32.03;0.0;0.0;12.5;66283.15
Салават;2021;0.0;2;43627;39.36;0;0.0;0;0;0.0;0.0;0.0;406.4;162.8;123.0;25.3;0.0;0.0;11.6;85938.08
Салехард;2021;0.0;1;106000;34.51;0;0.0;0;0;0.0;0.0;0.0;347.8;164.1;458.0;22.56;0.0;0.0;4.3;98148.46
Сальск;2021;0.0;2;0;;0;0.0;0;0;0.0;0.0;0.0;425.6;180.6;;;0.0;0.0;12.0;51446.52
Самара;2021;1144759.0;3;45854;41.44;0;0.0;0;0;0.0;0.0;0.0;467.1;180.9;2809.0;27.73;0.0;0.0;11.7;78188.23
Санкт-Петербург;2021;5384342.0;2;91483;41.83;0;0.0;0;0;0.0;0.0;0.0;484.2;201.8;23897.0;26.73;0.0;0.0;5.2;196631.2
Саранск;2021;0.0;3;33165;42.74;0;0.0;0;0;0.0;0.0;0.0;459.9;191.2;2784.0;27.86;0.0;0.0;16.7;50712.05
Саратов;2021;830155.0;3;39088;42.01;0;0.0;0;0;0.0;0.0;0.0;515.6;204.7;-1603.0;29.62;0.0;0.0;14.4;63289.16
Саяногорск;2021;0.0;1;0;38.52;0;0.0;0;0;0.0;0.0;0.0;322.2;176.8;;28.43;0.0;0.0;17.9;66528.62
Саянск;2021;0.0;3;0;38.02;0;0.0;0;0;0.0;0.0;0.0;592.4;200.5;;26.96;0.0;0.0;16.4;84049.59
Светогорск;2021;14700.0;1;0;41.94;0;0.0;0;0;0.0;0.0;0.0;521.5;158.5;;29.31;0.0;0.0;8.3;142310.53
Свирск;2021;12600.0;4;0;38.02;0;0.0;0;0;0.0;0.0;0.0;273.8;160.0;;26.96;0.0;0.0;16.4;84049.59
Севастополь;2021;509992.0;2;56621;40.54;0;0.0;0;0;0.0;0.0;0.0;424.6;202.3;15390.0;22.17;0.0;0.0;11.0;117559.86
Северодвинск;2021;0.0;2;63268;41.14;0;0.0;0;0;0.0;0.0;0.0;399.7;207.5;144.0;28.82;0.0;0.0;11.3;94536.27
Сеитовка;2021;1040.0;-9;0;39.42;0;0.0;0;0;0.0;0.0;0.0;541.5;172.8;;22.77;0.0;0.0;15.0;55186.74
Селенгинск;2021;13600.0;4;0;36.21;0;0.0;0;0;0.0;0.0;0.0;453.2;196.9;;22.46;0.0;0.0;19.5;77349.63
Серпухов;2021;0.0;4;50452;40.24;0;0.0;0;0;0.0;0.0;0.0;431.3;165.3;897.0;39.4;0.0;0.0;6.6;149176.23
Симферополь;2021;0.0;1;44078;41.53;0;0.0;0;0;0.0;0.0;0.0;346.1;168.9;1237.0;19.19;0.0;0.0;16.5;97916.45
Сланцы;2021;31400.0;-9;0;41.94;0;0.0;0;0;0.0;0.0;0.0;404.4;163.1;;29.31;0.0;0.0;8.3;142310.53
Слюдянка;2021;17100.0;1;0;38.02;0;0.0;0;0;0.0;0.0;0.0;459.9;168.5;;26.96;0.0;0.0;16.4;84049.59
Смоленск;2021;0.0;2;36343;42.62;0;0.0;0;0;0.0;0.0;0.0;284.5;210.1;272.0;30.01;0.0;0.0;14.0;63883.46
Соликамск;2021;93000.0;3;0;39.53;0;0.0;0;0;0.0;0.0;0.0;344.7;187.1;;26.42;0.0;0.0;12.7;82927.19
Сосногорск;2021;24900.0;-9;0;39.3;0;0.0;0;0;0.0;0.0;0.0;402.8;166.2;;30.5;0.0;0.0;14.0;
Сочи;2021;517587.0;1;43626;40.57;0;0.0;0;0;0.0;0.0;0.0;270.3;183.7;2660.0;30.11;0.0;0.0;9.9;106199.34
Ставрополь;2021;454488.0;2;38365;39.83;0;0.0;0;0;0.0;0.0;0.0;525.0;199.4;4797.0;26.45;0.0;0.0;13.5;51178.88
Старая Русса;2021;29200.0;1;0;42.28;0;0.0;0;0;0.0;0.0;0.0;161.4;164.0;;29.65;0.0;0.0;12.9;52710.14
Старый Оскол;2021;0.0;3;41534;41.86;0;0.0;0;0;0.0;0.0;0.0;473.0;199.6;808.0;31.59;0.0;0.0;7.0;71495.63
Стерлитамак;2021;281500.0;2;38102;39.36;0;0.0;0;0;0.0;0.0;0.0;503.3;172.1;2336.0;25.3;0.0;0.0;11.6;85938.08
Сургут;2021;387235.0;3;82120;35.86;0;0.0;0;0;0.0;0.0;0.0;243.2;167.8;5915.0;21.39;0.0;0.0;8.2;67398.94
Сызрань;2021;170000.0;2;33934;41.44;0;0.0;0;0;0.0;0.0;0.0;271.7;187.1;-85.0;27.73;0.0;0.0;11.7;78188.23
Сыктывкар;2021;0.0;2;51195;39.3;0;0.0;0;0;0.0;0.0;0.0;440.1;174.2;581.0;30.5;0.0;0.0;14.0;
Таганрог;2021;0.0;3;35969;41.47;0;0.0;0;0;0.0;0.0;0.0;458.3;178.8;790.0;27.61;0.0;0.0;12.0;51446.52
Тамбов;2021;0.0;1;33057;43.82;0;0.0;0;0;0.0;0.0;0.0;364.9;169.9;698.0;32.27;0.0;0.0;10.5;62179.53
Тверь;2021;0.0;2;43770;42.55;0;0.0;0;0;0.0;0.0;0.0;497.4;163.8;3973.0;30.2;0.0;0.0;10.8;
Тихвин;2021;57000.0;-9;0;41.94;0;0.0;0;0;0.0;0.0;0.0;510.8;162.9;;29.31;0.0;0.0;8.3;142310.53
Тобольск;2021;99400.0;1;74480;37.7;0;0.0;0;0;0.0;0.0;0.0;227.6;168.4;;30.77;0.0;0.0;11.4;78221.6
Тольятти;2021;693072.0;3;40722;41.44;0;0.0;0;0;0.0;0.0;0.0;416.7;186.2;-2037.0;27.73;0.0;0.0;11.7;78188.23
Томск;2021;568508.0;4;50994;38.98;0;0.0;0;0;0.0;0.0;0.0;491.6;194.6;5200.0;25.53;0.0;0.0;13.5;92767.54
Туймазы;2021;69000.0;2;0;39.36;0;0.0;0;0;0.0;0.0;0.0;255.5;160.8;;25.3;0.0;0.0;11.6;85938.08
Тула;2021;467967.0;4;46644;43.68;0;0.0;0;0;0.0;0.0;0.0;186.6;182.2;-180.0;28.67;0.0;0.0;10.1;57503.99
Тулун;2021;41000.0;-9;0;38.02;0;0.0;0;0;0.0;0.0;0.0;460.9;207.5;;26.96;0.0;0.0;16.4;84049.59
Тында;2021;33000.0;3;0;38.6;0;0.0;0;0;0.0;0.0;0.0;436.4;199.5;;27.38;0.0;0.0;14.0;109431.54
Тюмень;2021;816700.0;2;63035;37.7;0;0.0;0;0;0.0;0.0;0.0;436.4;191.0;10283.0;30.77;0.0;0.0;11.4;78221.6
Улан-Удэ;2021;0.0;4;43322;36.21;0;0.0;0;0;0.0;0.0;0.0;202.7;199.1;-768.0;22.46;0.0;0.0;19.5;77349.63
Ульяновск;2021;625462.0;3;37035;42.46;0;0.0;0;0;0.0;0.0;0.0;440.6;212.6;2544.0;29.55;0.0;0.0;13.8;65540.73
Усолье-Сибирское;2021;77500.0;4;0;38.02;0;0.0;0;0;0.0;0.0;0.0;431.2;161.3;;26.96;0.0;0.0;16.4;84049.59
Уссурийск;2021;174000.0;1;45564;40.22;0;0.0;0;0;0.0;0.0;0.0;405.1;183.5;-286.0;24.46;0.0;0.0;12.2;119249.45
Усть-Илимск;2021;80400.0;1;0;38.02;0;0.0;0;0;0.0;0.0;0.0;176.7;175.4;;26.96;0.0;0.0;16.4;84049.59
Усть-Нера;2021;4700.0;-9;0;35.11;0;0.0;0;0;0.0;0.0;0.0;174.2;189.1;;23.75;0.0;0.0;16.3;117985.22
Уфа;2021;1115560.0;3;51918;39.36;0;0.0;0;0;0.0;0.0;0.0;274.8;171.2;14765.0;25.3;0.0;0.0;11.6;85938.08
Ухта;2021;96000.0;2;64938;39.3;0;0.0;0;0;0.0;0.0;0.0;562.0;183.6;;30.5;0.0;0.0;14.0;
Хабаровск;2021;610305.0;3;63214;38.88;0;0.0;0;0;0.0;0.0;0.0;510.0;230.4;6524.0;25.06;0.0;0.0;12.0;84891.29
Ханты-Мансийск;2021;102000.0;1;79893;35.86;0;0.0;0;0;0.0;0.0;0.0;317.0;213.5;2338.0;21.39;0.0;0.0;8.2;67398.94
Цимлянск;2021;14000.0;1;0;41.47;0;0.0;0;0;0.0;0.0;0.0;370.1;213.7;;27.61;0.0;0.0;12.0;51446.52
Чапаевск;2021;71000.0;2;0;41.44;0;0.0;0;0;0.0;0.0;0.0;469.8;159.5;;27.73;0.0;0.0;11.7;78188.23
Чебоксары;2021;0.0;3;36255;39.86;0;0.0;0;0;0.0;0.0;0.0;570.0;209.3;3228.0;26.47;0.0;0.0;15.5;65652.94
Чегдомын;2021;11700.0;4;0;38.88;0;0.0;0;0;0.0;0.0;0.0;326.9;196.1;;25.06;0.0;0.0;12.0;84891.29
Челябинск;2021;1187960.0;4;44058;40.12;0;0.0;0;0;0.0;0.0;0.0;266.8;201.7;-2083.0;27.44;0.0;0.0;12.0;62905.65
Черемхово;2021;50300.0;4;0;38.02;0;0.0;0;0;0.0;0.0;0.0;403.7;195.6;;26.96;0.0;0.0;16.4;84049.59
Череповец;2021;0.0;4;53450;40.63;0;0.0;0;0;0.0;0.0;0.0;210.3;190.4;-249.0;28.69;0.0;0.0;12.4;64687.84
Черкесск;2021;120800.0;1;31691;38.77;0;0.0;0;0;0.0;0.0;0.0;488.6;170.9;-140.0;25.25;0.0;0.0;22.3;43355.43
Черногорск;2021;74300.0;4;0;38.52;0;0.0;0;0;0.0;0.0;0.0;402.0;180.8;;28.43;0.0;0.0;17.9;66528.62
Чита;2021;353000.0;4;49781;36.66;0;0.0;0;0;0.0;0.0;0.0;529.2;191.8;389.0;23.32;0.0;0.0;18.6;
Шахты;2021;228000.0;3;30638;41.47;0;0.0;0;0;0.0;0.0;0.0;212.0;205.6;310.0;27.61;0.0;0.0;12.0;51446.52
Шелехов;2021;46000.0;4;0;38.02;0;0.0;0;0;0.0;0.0;0.0;250.4;177.2;;26.96;0.0;0.0;16.4;84049.59
Щелково;2021;123000.0;1;67857;40.24;0;0.0;0;0;0.0;0.0;0.0;232.9;212.6;892.0;39.4;0.0;0.0;6.6;149176.23
Электросталь;2021;154500.0;1;51115;40.24;0;0.0;0;0;0.0;0.0;0.0;584.4;173.6;-1815.0;39.4;0.0;0.0;6.6;149176.23
Южно-Сахалинск;2021;203000.0;4;104100;39.07;0;0.0;0;0;0.0;0.0;0.0;281.3;173.5;1279.0;28.87;0.0;0.0;7.1;151637.65
Якутск;2021;330000.0;3;76528;35.11;0;0.0;0;0;0.0;0.0;0.0;556.2;208.8;9144.0;23.75;0.0;0.0;16.3;117985.22
Ялта;2021;77000.0;2;40294;41.53;0;0.0;0;0;0.0;0.0;0.0;246.4;165.7;;19.19;0.0;0.0;16.5;97916.45
Ярославль;2021;601403.0;2;43450;42.01;0;0.0;0;0;0.0;0.0;0.0;465.5;179.1;-1417.0;27.68;0.0;0.0;8.7;67661.02
Ясная Поляна;2021;760.0;3;0;43.68;0;0.0;0;0;0.0;0.0;0.0;404.8;201.7;;32.41;0.0;0.0;10.1;57503.99
Абакан;2022;184624.0;4;49507;38.68;0;0.0;0;0;0.0;0.0;0.0;465.7;177.6;584.0;29.05;0.0;0.0;16.9;86197.88
Азов;2022;79500.0;-9;0;41.51;0;0.0;0;0;0.0;0.0;0.0;395.8;161.9;;28.57;0.0;0.0;10.2;80114.9
Аксарайский;2022;3000.0;1;0;39.51;0;0.0;0;0;0.0;0.0;0.0;470.7;169.0;;23.11;0.0;0.0;12.5;79709.07
Александровск-Сахалинский;2022;0.0;1;0;39.18;0;0.0;0;0;0.0;0.0;0.0;255.4;202.1;;29.94;0.0;0.0;6.3;104897.87
Альметьевск;2022;0.0;1;51669;;0;0.0;0;0;0.0;0.0;0.0;364.2;213.8;-59.0;0.0;0.0;0.0;5.0;121585.93
Анадырь;2022;15800.0;-9;126900;36.18;0;0.0;0;0;0.0;0.0;0.0;348.7;179.6;-98.0;26.94;0.0;0.0;5.2;193817
Ангарск;2022;221296.0;3;51885;38.05;0;0.0;0;0;0.0;0.0;0.0;196.7;176.2;-480.0;27.38;0.0;0.0;13.9;96437.94
Апатиты;2022;53438.0;1;0;39.37;0;0.0;0;0;0.0;0.0;0.0;159.5;166.9;;28.89;0.0;0.0;7.0;
Арзамас;2022;103279.0;2;38722;41.8;0;0.0;0;0;0.0;0.0;0.0;362.9;198.7;-148.0;27.23;0.0;0.0;7.5;105651.48
Армянск;2022;21000.0;3;0;41.57;0;0.0;0;0;0.0;0.0;0.0;461.5;172.7;;19.87;;;14.2;117281.08
Артем;2022;108556.0;1;56036;40.34;0;0.0;0;0;0.0;0.0;0.0;324.6;213.2;-173.0;25.14;0.0;0.0;10.3;140333.68
Архангельск;2022;344717.0;2;58444;41.27;0;0.0;0;0;0.0;0.0;0.0;390.5;201.5;-931.0;29.25;0.0;0.0;10.0;91024.75
Астрахань;2022;518695.0;3;42910;39.51;0;0.0;0;0;0.0;0.0;0.0;472.7;208.9;-4156.0;28.13;0.0;0.0;12.5;79709.07
Ачинск;2022;100873.0;4;45787;38.98;0;0.0;0;0;0.0;0.0;0.0;263.1;191.6;-123.0;26.1;0.0;0.0;14.0;85161.48
Байкальск;2022;11900.0;1;0;38.05;0;0.0;0;0;0.0;0.0;0.0;273.2;189.1;;23.25;0.0;0.0;13.9;96437.94
Балаково;2022;184466.0;3;31850;42.1;0;0.0;0;0;0.0;0.0;0.0;330.7;182.0;627.0;30.04;0.0;0.0;12.9;72713.06
Балашиха;2022;518260.0;0;67173;;0;0.0;0;0;0.0;0.0;0.0;426.3;210.2;1093.0;;0.0;0.0;6.0;167334.69
Барнаул;2022;627789.0;3;41238;40.98;0;0.0;0;0;0.0;0.0;0.0;499.7;217.7;-5034.0;26.11;0.0;0.0;13.8;91188.2
Батайск;2022;0.0;3;37214;;0;0.0;0;0;0.0;0.0;0.0;259.6;194.3;-1016.0;;0.0;0.0;10.2;80114.9
Безенчук;2022;20800.0;2;0;41.52;0;0.0;0;0;0.0;0.0;0.0;530.5;203.7;;28.36;0.0;0.0;10.6;89694.22
Белгород;2022;413540.0;3;42375;41.96;0;0.0;0;0;0.0;0.0;0.0;409.2;187.1;-4798.0;32.47;0.0;0.0;6.0;77660.24
Белоярский;2022;0.0;3;0;36.17;0;0.0;0;0;0.0;0.0;0.0;153.2;180.8;;21.51;0.0;0.0;6.9;98934.86
Бердск;2022;0.0;2;42201;39.92;0;0.0;0;0;0.0;0.0;0.0;599.0;193.7;831.0;28.06;0.0;0.0;10.2;102688.67
Березники;2022;137012.0;3;56557;39.63;0;0.0;0;0;0.0;0.0;0.0;400.4;185.3;-678.0;27.2;0.0;0.0;10.6;100629.48
Березово;2022;6600.0;3;0;36.17;0;0.0;0;0;0.0;0.0;0.0;553.1;172.5;;21.51;0.0;0.0;6.9;98934.86
Бийск;2022;192270.0;3;32950;40.98;0;0.0;0;0;0.0;0.0;0.0;438.8;179.0;348.0;26.11;0.0;0.0;13.8;91188.2
Биробиджан;2022;70064.0;3;48026;38.65;0;0.0;0;0;0.0;0.0;0.0;237.2;174.7;-824.0;25.67;0.0;0.0;18.3;
Бирюсинск;2022;7800.0;3;0;38.05;0;0.0;0;0;0.0;0.0;0.0;383.4;191.2;;27.38;0.0;0.0;13.9;96437.94
Благовещенск;2022;241437.0;1;55268;38.68;0;0.0;0;0;0.0;0.0;0.0;310.7;188.9;38.0;27.8;0.0;0.0;11.9;127935.17
Благовещенск;2022;241437.0;1;55268;38.68;0;0.0;0;0;0.0;0.0;0.0;310.7;188.9;38.0;25.84;0.0;0.0;11.9;127935.17
Благовещенск;2022;241437.0;1;55268;39.44;0;0.0;0;0;0.0;0.0;0.0;310.7;188.9;38.0;27.8;0.0;0.0;11.9;127935.17
Благовещенск;2022;241437.0;1;55268;39.44;0;0.0;0;0;0.0;0.0;0.0;310.7;188.9;38.0;25.84;0.0;0.0;11.9;127935.17
Боровичи;2022;49500.0;1;0;42.28;0;0.0;0;0;0.0;0.0;0.0;151.9;204.1;;30.27;0.0;0.0;11.6;59574.1
Братск;2022;224071.0;4;58611;38.05;0;0.0;0;0;0.0;0.0;0.0;396.9;213.6;-398.0;27.38;0.0;0.0;13.9;96437.94
Брянск;2022;405921.0;3;39373;42.24;0;0.0;0;0;0.0;0.0;0.0;218.4;189.5;-148.0;31.34;0.0;0.0;11.4;77460.51
Бузан;2022;1400.0;-9;0;39.51;0;0.0;0;0;0.0;0.0;0.0;264.6;211.7;;23.11;0.0;0.0;12.5;79709.07
Великие Луки;2022;0.0;1;0;42.53;0;0.0;0;0;0.0;0.0;0.0;150.6;173.0;;31.57;0.0;0.0;13.1;61259.65
Великий Новгород;2022;224297.0;1;44005;42.28;0;0.0;0;0;0.0;0.0;0.0;462.0;208.9;81.0;30.27;0.0;0.0;11.6;59574.1
Вихоревка;2022;19800.0;4;0;38.05;0;0.0;0;0;0.0;0.0;0.0;493.9;168.9;;27.38;0.0;0.0;13.9;96437.94
Владивосток;2022;601270.0;3;69497;40.34;0;0.0;0;0;0.0;0.0;0.0;415.6;188.3;-4948.0;25.14;0.0;0.0;10.3;140333.68
Владикавказ;2022;308190.0;3;32825;38.74;0;0.0;0;0;0.0;0.0;0.0;460.0;169.5;-2180.0;35.4;0.0;0.0;12.3;56493.26
Владимир;2022;352347.0;2;42189;42.65;0;0.0;0;0;0.0;0.0;0.0;374.8;188.0;-634.0;29.78;0.0;0.0;9.8;71211.25
Волгоград;2022;1028036.0;3;40731;41.85;0;0.0;0;0;0.0;0.0;0.0;201.6;176.2;3924.0;26.26;0.0;0.0;9.4;80630.68
Волгодонск;2022;167939.0;3;41904;41.51;0;0.0;0;0;0.0;0.0;0.0;393.8;189.8;-1044.0;28.57;0.0;0.0;10.2;80114.9
Волгореченск;2022;0.0;1;0;41.7;0;0.0;0;0;0.0;0.0;0.0;567.0;170.7;;30.89;0.0;0.0;9.5;66486.2
Волжский;2022;326055.0;2;39931;41.85;0;0.0;0;0;0.0;0.0;0.0;530.2;174.7;-1919.0;26.26;0.0;0.0;9.4;80630.68
Вологда;2022;311859.0;2;47084;40.72;0;0.0;0;0;0.0;0.0;0.0;564.1;198.8;-1189.0;29.37;0.0;0.0;10.5;78768.52
Воркута;2022;0.0;2;0;39.5;0;0.0;0;0;0.0;0.0;0.0;345.2;185.0;;30.9;0.0;0.0;11.7;
Воронеж;2022;1050602.0;3;45622;42.55;0;0.0;0;0;0.0;0.0;0.0;188.8;201.7;-595.0;31.68;0.0;0.0;6.9;80286.66
Воскресенск;2022;0.0;1;0;40.25;0;0.0;0;0;0.0;0.0;0.0;309.6;186.0;;39.78;0.0;0.0;6.0;167334.69
Выборг;2022;0.0;1;0;41.94;0;0.0;0;0;0.0;0.0;0.0;470.6;169.4;;29.48;0.0;0.0;7.0;161702.34
Губаха;2022;20200.0;3;0;39.63;0;0.0;0;0;0.0;0.0;0.0;185.0;211.8;;27.2;0.0;0.0;10.6;100629.48
Губкин;2022;0.0;1;0;41.96;0;0.0;0;0;0.0;0.0;0.0;412.5;162.5;;32.47;0.0;0.0;6.0;77660.24
Гуково;2022;0.0;1;0;;0;0.0;0;0;0.0;0.0;0.0;300.8;174.5;;;0.0;0.0;10.2;80114.9
Гусиноозерск;2022;21700.0;3;0;36.34;0;0.0;0;0;0.0;0.0;0.0;476.1;161.1;;22.65;0.0;0.0;17.7;85011.07
Дальнегорск;2022;33000.0;1;0;40.34;0;0.0;0;0;0.0;0.0;0.0;430.6;168.4;;25.14;0.0;0.0;10.3;140333.68
Дзержинск;2022;0.0;3;45052;41.8;0;0.0;0;0;0.0;0.0;0.0;242.9;210.7;507.0;27.23;0.0;0.0;7.5;105651.48
Дзержинск (Восточная Промзона);2022;0.0;3;45052;41.8;0;0.0;0;0;0.0;0.0;0.0;574.0;183.4;;27.23;0.0;0.0;7.5;105651.48
Дзержинский;2022;0.0;1;0;40.25;0;0.0;0;0;0.0;0.0;0.0;357.7;192.1;;39.78;0.0;0.0;6.0;167334.69
Димитровград;2022;0.0;4;40092;42.55;0;0.0;0;0;0.0;0.0;0.0;282.1;168.3;-111.0;30.27;0.0;0.0;12.4;75712.85
Досанг;2022;760.0;-9;0;39.51;0;0.0;0;0;0.0;0.0;0.0;510.6;184.8;;23.11;0.0;0.0;12.5;79709.07
Екатеринбург;2022;1544376.0;3;56788;40.07;0;0.0;0;0;0.0;0.0;0.0;221.6;208.7;-6396.0;27.58;0.0;0.0;8.1;102817.17
Елизово;2022;37400.0;2;0;38.68;0;0.0;0;0;0.0;0.0;0.0;321.8;196.8;;27.83;0.0;0.0;10.9;128255.3
Жигулевск;2022;51000.0;3;0;41.52;0;0.0;0;0;0.0;0.0;0.0;325.3;166.1;;28.36;0.0;0.0;10.6;89694.22
Заполярный;2022;13800.0;3;0;39.37;0;0.0;0;0;0.0;0.0;0.0;440.8;173.7;;28.89;0.0;0.0;7.0;
Зея;2022;22500.0;3;0;38.68;0;0.0;0;0;0.0;0.0;0.0;214.9;185.4;;27.8;0.0;0.0;11.9;127935.17
Зима;2022;29800.0;4;0;38.05;0;0.0;0;0;0.0;0.0;0.0;255.6;169.4;;27.38;0.0;0.0;13.9;96437.94
Златоуст;2022;0.0;4;32786;40.2;0;0.0;0;0;0.0;0.0;0.0;562.1;183.1;-283.0;27.9;0.0;0.0;10.6;69969.16
Иваново;2022;401505.0;3;37243;42.53;0;0.0;0;0;0.0;0.0;0.0;252.2;159.8;2159.0;29.2;0.0;0.0;10.2;69797.69
Ижевск;2022;645183.0;3;44957;39.77;0;0.0;0;0;0.0;0.0;0.0;445.6;227.6;606.0;24.49;0.0;0.0;9.4;80924.06
Инза;2022;0.0;3;0;;0;0.0;0;0;0.0;0.0;0.0;158.7;206.0;;;0.0;0.0;12.4;75712.85
Иркутск;2022;617249.0;3;60420;38.05;0;0.0;0;0;0.0;0.0;0.0;489.7;228.1;-5224.0;27.38;0.0;0.0;13.9;96437.94
Искитим;2022;55500.0;3;0;39.92;0;0.0;0;0;0.0;0.0;0.0;269.3;186.9;;28.06;0.0;0.0;10.2;102688.67
Казань;2022;1308660.0;3;52002;39.8;0;0.0;0;0;0.0;0.0;0.0;254.4;202.6;4576.0;26.72;0.0;0.0;5.0;121585.93
Калининград;2022;493256.0;3;48811;40.62;0;0.0;0;0;0.0;0.0;0.0;304.2;175.3;1384.0;32.05;0.0;0.0;10.8;87017.66
Калуга;2022;336673.0;3;50549;41.87;0;0.0;0;0;0.0;0.0;0.0;581.0;182.2;-2554.0;27.28;0.0;0.0;7.5;89570.29
Каменск-Уральский;2022;0.0;2;42519;40.07;0;0.0;0;0;0.0;0.0;0.0;298.6;166.8;-7.0;27.58;0.0;0.0;8.1;102817.17
Кандалакша;2022;30500.0;1;0;39.37;0;0.0;0;0;0.0;0.0;0.0;197.6;165.9;;28.89;0.0;0.0;7.0;
Канск;2022;0.0;4;0;38.98;0;0.0;0;0;0.0;0.0;0.0;375.9;188.7;;26.1;0.0;0.0;14.0;85161.48
Кемерово;2022;548177.0;4;55326;40.32;0;0.0;0;0;0.0;0.0;0.0;405.9;179.9;-4018.0;26.34;0.0;0.0;10.8;100260.01
Керчь;2022;153000.0;1;39433;41.57;0;0.0;0;0;0.0;0.0;0.0;306.9;164.6;-169.0;19.87;0.0;0.0;14.2;117281.08
Кингисепп;2022;45200.0;1;0;41.94;0;0.0;0;0;0.0;0.0;0.0;507.8;204.2;;29.48;0.0;0.0;7.0;161702.34
Кириши;2022;51000.0;1;0;41.94;0;0.0;0;0;0.0;0.0;0.0;554.6;170.6;;29.48;0.0;0.0;7.0;161702.34
Киров;2022;523543.0;3;39808;42.16;0;0.0;0;0;0.0;0.0;0.0;459.2;187.9;4324.0;28.85;0.0;0.0;10.6;82405.56
Кирово-Чепецк;2022;74000.0;1;0;42.16;0;0.0;0;0;0.0;0.0;0.0;554.9;184.0;;28.85;0.0;0.0;10.6;82405.56
Кировск;2022;24700.0;1;0;39.37;0;0.0;0;0;0.0;0.0;0.0;171.8;194.0;;28.89;0.0;0.0;7.0;
Кисловодск;2022;0.0;1;33964;39.96;0;0.0;0;0;0.0;0.0;0.0;308.8;191.2;-195.0;27.13;0.0;0.0;11.2;85338.91
Клин;2022;77700.0;1;0;40.25;0;0.0;0;0;0.0;0.0;0.0;313.7;192.7;;39.78;0.0;0.0;6.0;167334.69
Кола;2022;9200.0;-9;0;39.37;0;0.0;0;0;0.0;0.0;0.0;424.4;202.0;;28.89;0.0;0.0;7.0;
Коломна;2022;0.0;2;56326;40.25;0;0.0;0;0;0.0;0.0;0.0;170.3;199.5;-1002.0;39.78;0.0;0.0;6.0;167334.69
Комсомольск-На-Амуре;2022;0.0;3;56009;38.92;0;0.0;0;0;0.0;0.0;0.0;193.7;169.5;35.0;25.15;0.0;0.0;9.8;97110.82
Комсомольский;2022;2300.0;-9;0;39.51;0;0.0;0;0;0.0;0.0;0.0;235.3;194.8;;23.11;0.0;0.0;12.5;79709.07
Кондопога;2022;28800.0;-9;0;41.34;0;0.0;0;0;0.0;0.0;0.0;309.6;179.9;;32.9;0.0;0.0;11.1;97736.99
